date,transaction_cost,ter_cost,cum_transaction_cost,cum_ter_cost
2008-09-12,0.0,3.7301587301587305e-06,0.05160000000000001,0.0046169841269840676
2008-09-15,0.0,3.7301587301587305e-06,0.05160000000000001,0.004620714285714226
2008-09-16,0.0,3.7301587301587305e-06,0.05160000000000001,0.004624444444444385
2008-09-17,0.0,3.7301587301587305e-06,0.05160000000000001,0.004628174603174544
2008-09-18,0.0,3.7301587301587305e-06,0.05160000000000001,0.004631904761904703
2008-09-19,0.0008,3.5714285714285714e-06,0.05240000000000001,0.004635476190476131
2008-09-22,0.0,3.5714285714285714e-06,0.05240000000000001,0.004639047619047559
2008-09-23,0.0,3.5714285714285714e-06,0.05240000000000001,0.0046426190476189875
2008-09-24,0.0,3.5714285714285714e-06,0.05240000000000001,0.004646190476190416
2008-09-25,0.0,3.5714285714285714e-06,0.05240000000000001,0.004649761904761844
2008-09-26,0.0,3.5714285714285714e-06,0.05240000000000001,0.004653333333333272
2008-09-29,0.0,3.5714285714285714e-06,0.05240000000000001,0.004656904761904701
2008-09-30,0.0,3.5714285714285714e-06,0.05240000000000001,0.004660476190476129
2008-10-01,0.0,3.5714285714285714e-06,0.05240000000000001,0.004664047619047557
2008-10-02,0.0,3.5714285714285714e-06,0.05240000000000001,0.004667619047618986
2008-10-03,0.0,3.5714285714285714e-06,0.05240000000000001,0.004671190476190414
2008-10-06,0.0008,2.777777777777778e-06,0.05320000000000001,0.004673968253968192
2008-10-07,0.0,2.777777777777778e-06,0.05320000000000001,0.004676746031745969
2008-10-08,0.0,2.777777777777778e-06,0.05320000000000001,0.004679523809523747
2008-10-09,0.0,2.777777777777778e-06,0.05320000000000001,0.004682301587301525
2008-10-10,0.0,2.777777777777778e-06,0.05320000000000001,0.004685079365079303
2008-10-13,0.0,2.777777777777778e-06,0.05320000000000001,0.0046878571428570805
2008-10-14,0.0,2.777777777777778e-06,0.05320000000000001,0.004690634920634858
2008-10-15,0.0,2.777777777777778e-06,0.05320000000000001,0.004693412698412636
2008-10-16,0.0,2.777777777777778e-06,0.05320000000000001,0.004696190476190414
2008-10-17,0.0,2.777777777777778e-06,0.05320000000000001,0.0046989682539681915
2008-10-20,0.0,2.777777777777778e-06,0.05320000000000001,0.004701746031745969
2008-10-21,0.0,2.777777777777778e-06,0.05320000000000001,0.004704523809523747
2008-10-22,0.0,2.777777777777778e-06,0.05320000000000001,0.004707301587301525
2008-10-23,0.0,2.777777777777778e-06,0.05320000000000001,0.0047100793650793026
2008-10-24,0.0,2.777777777777778e-06,0.05320000000000001,0.00471285714285708
2008-10-27,0.0,2.777777777777778e-06,0.05320000000000001,0.004715634920634858
2008-10-28,0.0,2.777777777777778e-06,0.05320000000000001,0.004718412698412636
2008-10-29,0.0,2.777777777777778e-06,0.05320000000000001,0.004721190476190414
2008-10-30,0.0,2.777777777777778e-06,0.05320000000000001,0.004723968253968191
2008-10-31,0.0,2.777777777777778e-06,0.05320000000000001,0.004726746031745969
2008-11-03,0.0,2.777777777777778e-06,0.05320000000000001,0.004729523809523747
2008-11-04,0.0,2.777777777777778e-06,0.05320000000000001,0.004732301587301525
2008-11-05,0.0,2.777777777777778e-06,0.05320000000000001,0.004735079365079302
2008-11-06,0.0,2.777777777777778e-06,0.05320000000000001,0.00473785714285708
2008-11-07,0.0,2.777777777777778e-06,0.05320000000000001,0.004740634920634858
2008-11-10,0.0,2.777777777777778e-06,0.05320000000000001,0.004743412698412636
2008-11-11,0.0,2.777777777777778e-06,0.05320000000000001,0.0047461904761904134
2008-11-12,0.0,2.777777777777778e-06,0.05320000000000001,0.004748968253968191
2008-11-13,0.0,2.777777777777778e-06,0.05320000000000001,0.004751746031745969
2008-11-14,0.0,2.777777777777778e-06,0.05320000000000001,0.004754523809523747
2008-11-17,0.0,2.777777777777778e-06,0.05320000000000001,0.0047573015873015245
2008-11-18,0.0,2.777777777777778e-06,0.05320000000000001,0.004760079365079302
2008-11-19,0.0,2.777777777777778e-06,0.05320000000000001,0.00476285714285708
2008-11-20,0.0,2.777777777777778e-06,0.05320000000000001,0.004765634920634858
2008-11-21,0.0,2.777777777777778e-06,0.05320000000000001,0.0047684126984126355
2008-11-24,0.0,2.777777777777778e-06,0.05320000000000001,0.004771190476190413
2008-11-25,0.0,2.777777777777778e-06,0.05320000000000001,0.004773968253968191
2008-11-26,0.0,2.777777777777778e-06,0.05320000000000001,0.004776746031745969
2008-11-28,0.0,2.777777777777778e-06,0.05320000000000001,0.004779523809523747
2008-12-01,0.0,2.777777777777778e-06,0.05320000000000001,0.004782301587301524
2008-12-02,0.0,2.777777777777778e-06,0.05320000000000001,0.004785079365079302
2008-12-03,0.0,2.777777777777778e-06,0.05320000000000001,0.00478785714285708
2008-12-04,0.0,2.777777777777778e-06,0.05320000000000001,0.004790634920634858
2008-12-05,0.0,2.777777777777778e-06,0.05320000000000001,0.004793412698412635
2008-12-08,0.0,2.777777777777778e-06,0.05320000000000001,0.004796190476190413
2008-12-09,0.0,2.777777777777778e-06,0.05320000000000001,0.004798968253968191
2008-12-10,0.0,2.777777777777778e-06,0.05320000000000001,0.004801746031745969
2008-12-11,0.0,2.777777777777778e-06,0.05320000000000001,0.004804523809523746
2008-12-12,0.0,2.777777777777778e-06,0.05320000000000001,0.004807301587301524
2008-12-15,0.0,2.777777777777778e-06,0.05320000000000001,0.004810079365079302
2008-12-16,0.0,2.777777777777778e-06,0.05320000000000001,0.00481285714285708
2008-12-17,0.0,2.777777777777778e-06,0.05320000000000001,0.0048156349206348575
2008-12-18,0.0,2.777777777777778e-06,0.05320000000000001,0.004818412698412635
2008-12-19,0.0,2.777777777777778e-06,0.05320000000000001,0.004821190476190413
2008-12-22,0.0,2.777777777777778e-06,0.05320000000000001,0.004823968253968191
2008-12-23,0.0,2.777777777777778e-06,0.05320000000000001,0.0048267460317459685
2008-12-24,0.0,2.777777777777778e-06,0.05320000000000001,0.004829523809523746
2008-12-26,0.0,2.777777777777778e-06,0.05320000000000001,0.004832301587301524
2008-12-29,0.0,2.777777777777778e-06,0.05320000000000001,0.004835079365079302
2008-12-30,0.0,2.777777777777778e-06,0.05320000000000001,0.0048378571428570796
2008-12-31,0.0,2.777777777777778e-06,0.05320000000000001,0.004840634920634857
2009-01-02,0.0008,3.5714285714285714e-06,0.05400000000000001,0.004844206349206286
2009-01-05,0.0,3.5714285714285714e-06,0.05400000000000001,0.004847777777777714
2009-01-06,0.0,3.5714285714285714e-06,0.05400000000000001,0.004851349206349142
2009-01-07,0.0,3.5714285714285714e-06,0.05400000000000001,0.0048549206349205705
2009-01-08,0.0,3.5714285714285714e-06,0.05400000000000001,0.004858492063491999
2009-01-09,0.0,3.5714285714285714e-06,0.05400000000000001,0.004862063492063427
2009-01-12,0.0,3.5714285714285714e-06,0.05400000000000001,0.0048656349206348554
2009-01-13,0.0,3.5714285714285714e-06,0.05400000000000001,0.004869206349206284
2009-01-14,0.0,3.5714285714285714e-06,0.05400000000000001,0.004872777777777712
