strategy_vol_annual,strategy_sharpe_annual,strategy_max_drawdown,strategy_avg_year_return,SP500_vol_annual,SP500_sharpe_annual,SP500_max_drawdown,SP500_avg_year_return,GOLD_vol_annual,GOLD_sharpe_annual,GOLD_max_drawdown,GOLD_avg_year_return,cum_transaction_cost,cum_ter_cost,initial_capital,final_wealth,total_return,nb_switch_sp500,nb_switch_gold_oz_usd,nb_switch_nasdaq_100
0.11296811708296688,0.9581400177807683,0.1983754830979087,0.1082392737105338,0.19037062105621944,0.6284703347167552,0.5518945203485922,0.11964228793543878,0.1768820362898237,0.7211687036985692,0.45555012734256844,0.12756178881869545,0.318,0.029773809523809525,1000.0,8503.443926308677,7.503443926308677,15.0,46.0,21.0
