timestamp,asset,strike,direction,size,entry_price,theoretical_prob,polymarket_price,spread,pnl
2026-04-05T08:33:18.476222+00:00,Ethereum,2100.0,buy_yes_hedge_short_binance,214.42950248593323,0.15655,0.17308912488789618,0.15655,0.01513912488789619,3.2462750177839896
2026-04-05T09:02:08.003524+00:00,Bitcoin,60000.0,buy_yes_hedge_short_binance,1000.0,0.97869,0.9984231125872116,0.97869,0.018333112587211667,18.333112587211666
